"","CTXS","QCOM","AAPL","IDXX","ALGN","AMGN","CPRT","FAST","CTAS","ORLY","EBAY","BKNG","NFLX","EA","GOOGL","PEP","MNST","COST","XEL","EXC"
"394",0,0.028,0,0,0,0,0,0.004,0,0,0,0.062,0,0.022,0,0.488,0.396,0,0,0
"395",0,0,0.01,0.036,0.016,0,0.02,0.06,0.068,0,0.056,0.11,0.006,0.216,0,0,0.018,0.02,0.002,0.362
"396",0.004,0.094,0.002,0,0,0.148,0.014,0,0.002,0.074,0.042,0.008,0.108,0.238,0.004,0.068,0.11,0,0.068,0.016
"397",0.014,0.044,0.002,0.096,0.036,0.11,0.176,0.06,0.104,0.086,0.004,0.006,0.08,0.002,0.006,0.002,0,0.026,0.004,0.142
"398",0.396,0,0.054,0.004,0.026,0,0.082,0.042,0.012,0.01,0.01,0.018,0.014,0.13,0.088,0,0.002,0.072,0.038,0.002
"399",0.26,0.004,0.034,0.062,0.014,0.024,0.214,0.044,0,0.002,0.12,0,0.058,0,0.022,0.016,0.036,0.064,0.012,0.014
"400",0,0.016,0.038,0.046,0,0.022,0,0.178,0,0.012,0,0.076,0,0.274,0.274,0.016,0.022,0.02,0,0.006
"401",0,0.01,0,0.014,0.012,0,0.142,0.018,0.002,0,0.16,0,0,0,0.146,0,0,0.496,0,0
"402",0,0.018,0,0.112,0.018,0.08,0.104,0.19,0,0.01,0.18,0.038,0.008,0.018,0.01,0.022,0.04,0.122,0.004,0.026
"403",0,0,0,0.006,0.028,0,0.474,0.002,0,0.296,0.014,0.002,0.012,0,0.02,0,0,0,0.146,0
"404",0.01,0.158,0.034,0.052,0.026,0.036,0.016,0.034,0.142,0.018,0.016,0.006,0.01,0,0.1,0.004,0.138,0,0.198,0.002
"405",0.004,0.018,0.09,0,0.036,0,0,0.204,0,0.358,0.002,0,0,0.174,0,0,0.094,0.02,0,0
"406",0.014,0.122,0,0,0,0.006,0,0.042,0.058,0,0.058,0,0,0,0.016,0.002,0,0.342,0.34,0
"407",0,0,0.002,0.102,0.004,0.166,0.022,0.004,0,0.484,0.118,0,0.004,0,0,0.012,0.002,0.034,0.034,0.012
"408",0.006,0.012,0.008,0.008,0.004,0.064,0.262,0.012,0,0.008,0.006,0.056,0,0.002,0.002,0.272,0.008,0,0.022,0.248
"409",0.012,0.028,0.058,0.044,0.012,0.01,0,0.026,0,0.2,0.232,0.028,0,0.188,0.006,0,0.018,0.024,0.11,0.004
"410",0.006,0,0.014,0.006,0.008,0.002,0,0.752,0,0,0.002,0.02,0.004,0.03,0,0.152,0,0,0.004,0
"411",0.002,0,0.134,0.05,0.084,0.09,0,0.254,0,0.106,0.024,0,0,0.074,0,0.012,0.078,0.054,0.01,0.028
"412",0.002,0.006,0,0,0.016,0.06,0.098,0,0.022,0,0.002,0.034,0.606,0,0,0.064,0.004,0.008,0,0.078
"413",0.006,0,0,0,0.01,0.002,0,0.436,0,0,0.016,0.106,0,0,0,0.388,0,0.03,0.004,0.002
"414",0,0,0.004,0.002,0,0.076,0,0.03,0.248,0.142,0,0,0.006,0,0.458,0.004,0.012,0.018,0,0
"415",0.094,0,0.272,0.202,0,0.008,0.072,0.012,0,0.032,0.028,0.014,0.006,0.032,0.028,0.162,0.016,0,0,0.022
"416",0,0.076,0.054,0,0,0.138,0.002,0.24,0,0,0.022,0.008,0.004,0.078,0.03,0.068,0.084,0.038,0,0.158
"417",0.008,0,0,0,0.028,0.65,0,0,0,0,0,0,0,0,0.004,0.264,0,0.004,0.04,0.002
"418",0.024,0.018,0.03,0.004,0,0.014,0,0,0.014,0,0,0.002,0.02,0.046,0.084,0.012,0.024,0.704,0.002,0.002
"419",0,0.024,0,0.004,0.002,0,0.016,0.018,0,0,0.442,0.006,0,0.004,0,0.002,0.426,0.014,0,0.042
"420",0.006,0.058,0.062,0.028,0.036,0.004,0.004,0,0.002,0.018,0.116,0.134,0,0,0.002,0,0,0.404,0,0.126
"421",0,0,0,0.794,0.002,0.002,0.012,0.006,0.006,0.012,0,0.05,0,0.058,0,0.002,0,0,0.056,0
"422",0.16,0.01,0.006,0,0,0,0.004,0,0,0.642,0,0.002,0.028,0,0,0.022,0,0,0.096,0.03
"423",0.346,0,0,0.008,0.026,0.05,0.026,0,0,0.058,0,0.002,0.002,0,0,0.016,0.428,0.032,0.006,0
"424",0.016,0.002,0.018,0.556,0,0.028,0,0.062,0.068,0.002,0,0.002,0.036,0.012,0.002,0.07,0.038,0.012,0.074,0.002
"425",0.088,0,0.088,0.47,0,0,0.102,0,0.218,0,0,0,0,0.006,0,0,0,0.028,0,0
"426",0.006,0.024,0.044,0,0.136,0.312,0,0,0.002,0.006,0.012,0.064,0.012,0.006,0.002,0.012,0,0.144,0.002,0.216
"427",0.212,0.002,0.052,0,0.066,0.048,0.016,0.036,0.002,0.04,0.252,0,0,0.028,0.016,0,0.002,0.144,0.084,0
"428",0.004,0.062,0.01,0.048,0,0,0.028,0.12,0,0.396,0.016,0.014,0.002,0.038,0.008,0.108,0.05,0.006,0.088,0.002
"429",0.306,0.062,0,0.002,0.016,0.002,0.002,0,0.068,0.078,0.032,0.202,0.106,0.022,0.034,0.004,0.028,0,0.036,0
"430",0,0,0,0,0.792,0,0,0,0,0,0,0,0,0.158,0,0,0.012,0,0,0.038
"431",0.002,0.202,0,0.004,0,0.002,0.012,0,0,0,0,0.002,0.002,0,0,0.042,0,0,0.732,0
"432",0,0.144,0.044,0.004,0.01,0.2,0.012,0.008,0.022,0,0.03,0.246,0.012,0.004,0.126,0.04,0.05,0,0.006,0.042
"433",0,0,0,0,0.004,0.002,0.048,0.022,0.002,0.042,0.198,0.008,0.048,0,0.096,0.152,0.1,0.184,0.082,0.012
"434",0,0,0,0,0.114,0,0.062,0,0,0,0.218,0,0.008,0.468,0,0.108,0.022,0,0,0
"435",0.004,0.102,0.02,0.066,0.142,0,0,0.022,0.042,0,0.01,0.092,0.024,0.074,0.014,0.1,0.23,0.018,0,0.04
"436",0.004,0.004,0.034,0.02,0,0,0.002,0.01,0,0.04,0,0.316,0,0.236,0.006,0.308,0,0.002,0,0.018
"437",0.106,0,0.008,0,0.014,0,0.122,0.01,0.056,0.024,0.064,0,0.002,0.214,0.07,0.004,0.038,0.006,0.028,0.234
"438",0.206,0.02,0,0,0,0,0.022,0.008,0.024,0.03,0.286,0.078,0.042,0.002,0.002,0.006,0.166,0.016,0.004,0.088
"439",0,0.176,0,0,0.088,0,0,0.002,0,0,0.412,0,0.074,0,0.004,0,0.234,0.002,0.002,0.006
"440",0.244,0.038,0,0.026,0.076,0,0.366,0,0.002,0.01,0.004,0.086,0.014,0,0.012,0,0.032,0,0.078,0.012
"441",0.75,0.074,0.046,0,0.014,0,0,0.002,0,0,0,0,0.108,0,0.002,0.004,0,0,0,0
"442",0.014,0.002,0.094,0.042,0.074,0,0.014,0,0.02,0.098,0.13,0.034,0.198,0.024,0.008,0.016,0.002,0.002,0.004,0.224
"443",0,0,0.214,0,0,0,0.264,0.222,0,0,0,0,0,0.042,0,0.034,0,0.224,0,0
"444",0,0,0.024,0.15,0.008,0,0.004,0,0,0.01,0,0.014,0.008,0.008,0,0.012,0.428,0.028,0,0.306
"445",0.356,0.024,0.016,0.008,0,0.002,0,0,0.024,0.002,0,0,0.06,0.098,0,0,0.402,0,0.008,0
"446",0,0,0,0.032,0,0,0.576,0,0,0,0,0,0,0,0,0.012,0.358,0.012,0.01,0
"447",0.026,0.008,0.064,0.008,0,0.224,0,0.18,0,0,0.302,0.002,0.002,0.006,0,0.092,0.014,0,0.068,0.004
"448",0.112,0.006,0.122,0.004,0,0.214,0.024,0.18,0,0.052,0.032,0,0.1,0.044,0.008,0,0,0.018,0,0.084
"449",0.002,0.25,0.012,0.002,0,0.018,0.004,0,0,0.308,0.04,0.024,0.036,0.006,0.028,0.02,0.008,0.172,0.026,0.044
"450",0.136,0.01,0.026,0.006,0.322,0,0,0.004,0.16,0.134,0.002,0.012,0.006,0,0.018,0.006,0.114,0.022,0,0.022
"451",0.27,0.022,0.198,0.006,0.078,0.054,0.006,0.004,0.044,0.004,0,0.208,0,0.006,0.028,0.004,0.032,0.018,0,0.018
"452",0,0.256,0.018,0,0.07,0.248,0.002,0.002,0.004,0.002,0.002,0.014,0,0.034,0.004,0,0.046,0.072,0.226,0
"453",0.006,0.016,0.178,0.086,0.026,0.002,0.108,0.004,0.006,0.018,0,0.05,0.206,0.024,0.062,0.184,0.004,0.012,0.008,0
"454",0,0,0,0.152,0,0,0,0.014,0.002,0,0.302,0,0.13,0,0,0.362,0.032,0,0,0.006
"455",0.01,0,0.032,0.154,0,0,0.192,0,0.006,0,0.074,0.192,0.232,0,0.06,0,0,0,0,0.048
"456",0.032,0,0.002,0,0.21,0,0.282,0.036,0.028,0.002,0.124,0.036,0.054,0.026,0.15,0,0,0,0.002,0.016
"457",0.022,0.008,0.116,0.024,0,0.004,0.07,0,0.108,0.002,0.034,0.012,0.096,0.448,0.002,0.034,0.004,0.006,0.01,0
"458",0,0.008,0,0,0,0.01,0.032,0,0,0.006,0.018,0.068,0.002,0.06,0.06,0,0,0.006,0.73,0
"459",0.056,0.004,0.2,0.132,0,0.012,0.008,0,0.182,0.002,0.086,0.014,0.016,0.076,0.024,0.024,0,0,0.094,0.07
"460",0.024,0.436,0,0.002,0,0,0.01,0.296,0.058,0,0.056,0,0.008,0.06,0,0.002,0,0.048,0,0
"461",0.014,0.006,0.248,0.008,0,0.004,0.024,0.056,0,0.02,0.162,0.1,0.002,0.006,0.002,0,0.072,0,0.002,0.274
"462",0,0,0.006,0.042,0,0,0.004,0,0.006,0,0.028,0,0,0.432,0,0.008,0,0.33,0.01,0.134
"463",0.002,0.066,0,0.004,0.008,0,0.17,0.32,0.08,0,0.006,0,0.038,0.06,0.02,0.072,0.014,0.038,0.07,0.032
"464",0,0.006,0.012,0,0,0,0.012,0.084,0.142,0,0.394,0.008,0,0,0.004,0.054,0.002,0.26,0.022,0
"465",0.004,0.036,0.004,0.002,0.002,0.106,0,0,0.674,0.004,0,0.018,0.034,0.01,0,0.066,0.002,0.012,0.012,0.014
"466",0.054,0.252,0,0.002,0.072,0.024,0.008,0.082,0.022,0.002,0.028,0.006,0.008,0.242,0.002,0,0.042,0.004,0.034,0.116
"467",0,0.126,0.066,0.012,0,0.006,0.022,0,0,0.02,0,0.02,0.454,0,0.014,0.004,0.256,0,0,0
"468",0.01,0.004,0,0.09,0.058,0.082,0.004,0,0.01,0.024,0.018,0.008,0.294,0.158,0.102,0.034,0,0.1,0,0.004
"469",0,0,0,0,0.116,0,0,0,0,0,0,0.602,0,0,0.024,0.004,0,0.026,0.186,0.042
"470",0.354,0,0.02,0,0.004,0.038,0.138,0.062,0.01,0.13,0.136,0,0,0.006,0.076,0,0,0.006,0,0.02
"471",0,0.266,0.002,0,0,0.156,0,0.062,0.086,0.002,0,0,0.348,0,0,0,0,0.074,0,0.004
"472",0,0,0.004,0,0.126,0,0.2,0.15,0,0,0.01,0.006,0,0.07,0,0,0,0,0.434,0
"473",0.012,0,0.13,0,0,0,0.004,0,0.382,0.022,0,0.074,0.198,0.024,0.054,0.002,0.028,0.046,0.02,0.004
"474",0.008,0.018,0.056,0.198,0.054,0,0,0.532,0.008,0.008,0.006,0.062,0,0.012,0.002,0.008,0,0.018,0.01,0
"475",0.002,0.038,0,0,0,0,0.016,0,0.118,0,0,0,0,0.03,0.148,0,0,0.01,0.638,0
"476",0.004,0,0.022,0,0.014,0.002,0.004,0,0.026,0.024,0,0.004,0.05,0.046,0,0.074,0.008,0.4,0.302,0.02
"477",0.024,0.114,0.204,0.006,0.262,0,0,0.152,0,0.034,0.028,0,0.006,0.028,0.002,0.002,0.024,0.096,0.014,0.004
"478",0.042,0,0.114,0,0,0,0.002,0.064,0.042,0.03,0.246,0.46,0,0,0,0,0,0,0,0
"479",0.01,0.002,0.374,0.06,0.014,0.044,0,0.002,0.218,0.002,0.218,0.002,0,0.008,0.01,0.018,0.018,0,0,0
"480",0.074,0.004,0,0,0.264,0.06,0.04,0.006,0.032,0,0,0,0.022,0.448,0,0,0,0.05,0,0
"481",0.006,0.158,0.098,0.158,0.048,0.004,0,0.006,0.488,0.012,0.002,0.002,0.01,0.006,0,0,0.002,0,0,0
"482",0.094,0.162,0.082,0.008,0.014,0.006,0.004,0.002,0.004,0.286,0.028,0.014,0,0.072,0.038,0.01,0.004,0.124,0.024,0.024
"483",0.004,0,0.326,0.006,0.004,0.022,0.224,0.04,0,0.026,0,0.21,0,0,0.002,0.002,0.126,0.004,0.002,0.002
"484",0,0,0,0.05,0,0,0.13,0,0,0.222,0,0,0.014,0.574,0,0,0,0,0.002,0.008
"485",0.122,0.05,0,0.006,0.064,0.014,0.012,0,0,0.004,0.14,0.01,0.106,0.018,0.418,0,0.016,0.018,0.002,0
"486",0,0,0,0.002,0.036,0,0,0,0,0,0.13,0,0.014,0,0,0.032,0,0.774,0,0.012
"487",0,0.01,0.054,0.058,0,0.106,0.018,0.056,0.132,0.014,0,0.108,0.032,0.104,0,0.01,0.018,0.28,0,0
"488",0.196,0,0,0,0,0.188,0.106,0,0,0,0.19,0,0.004,0.248,0.062,0,0,0.006,0,0
"489",0.008,0.182,0,0.006,0.01,0.032,0.012,0.558,0,0.068,0,0.012,0.002,0,0,0,0.028,0.062,0,0.02
"490",0.076,0.106,0.01,0.004,0.55,0,0,0,0.02,0.004,0,0.002,0.036,0,0.152,0.004,0.026,0,0.006,0.004
"491",0.316,0.244,0.012,0.002,0,0,0,0,0.062,0.01,0.25,0.006,0,0.002,0.032,0.028,0.02,0.016,0,0
"492",0.522,0.1,0.024,0.014,0.022,0.01,0.176,0.008,0,0,0.028,0.004,0.002,0.002,0.024,0,0.024,0.028,0.01,0.002
"493",0,0.026,0.01,0.084,0.002,0.104,0.102,0.008,0.026,0,0.016,0.004,0,0.046,0.004,0.236,0.068,0.15,0.024,0.09
"494",0.04,0.008,0.006,0.032,0.026,0.004,0.026,0.004,0.112,0,0.034,0,0.106,0.01,0.08,0.01,0.392,0.014,0.084,0.012
"495",0.602,0,0,0,0,0.244,0,0.028,0,0,0,0,0,0,0,0.004,0.026,0.096,0,0
"496",0,0.024,0.04,0,0.022,0.002,0.006,0,0.002,0,0.002,0.034,0.018,0.436,0.078,0.002,0.264,0.014,0.002,0.054
"497",0.042,0.028,0.164,0,0.002,0,0.004,0.002,0.246,0.006,0.34,0,0,0.03,0,0.05,0.008,0.05,0.028,0
"498",0.04,0.54,0,0,0,0,0,0.008,0,0.008,0,0,0.246,0,0,0,0.066,0,0,0.092
"499",0.028,0,0.006,0.008,0,0.002,0.046,0.002,0.016,0.02,0,0.002,0.05,0,0.528,0.278,0,0,0.014,0
"500",0,0.014,0.076,0.014,0.024,0.036,0.114,0,0.56,0.006,0.002,0.022,0.002,0.036,0.01,0.01,0.054,0.008,0.006,0.006
"501",0.042,0.09,0.002,0,0.106,0.346,0.02,0,0,0.042,0.024,0.128,0,0.034,0,0.034,0.012,0,0.016,0.104
"502",0,0.022,0,0.002,0,0.016,0,0.436,0.052,0.05,0.002,0.002,0,0.104,0.06,0,0.002,0.252,0,0
"503",0.008,0.144,0.378,0.006,0,0,0,0.008,0,0.008,0.03,0.336,0,0,0.016,0.008,0.016,0.006,0.036,0
"504",0.016,0,0.004,0,0,0.022,0.01,0,0,0.55,0.26,0.014,0,0,0,0.082,0,0,0.006,0.036
"505",0,0,0.018,0,0.002,0,0.01,0,0.078,0,0,0.712,0,0,0,0,0.008,0.01,0.016,0.146
"506",0.062,0.036,0.02,0.016,0.046,0.104,0.068,0.032,0.136,0,0.052,0.01,0.054,0,0,0.004,0.26,0.058,0,0.042
"507",0.06,0,0.002,0,0,0.058,0,0.218,0.074,0.106,0.138,0,0,0,0.23,0.11,0,0.004,0,0
"508",0.004,0.062,0.418,0,0.03,0.002,0,0.096,0.002,0.008,0,0.022,0,0.06,0,0.006,0.022,0.07,0.192,0.006
"509",0.048,0.028,0.052,0,0.014,0,0.002,0.01,0.436,0,0.004,0.016,0.038,0.008,0,0.014,0.024,0.008,0.29,0.008
"510",0.032,0,0.648,0.008,0.02,0.014,0.008,0,0.078,0.002,0.002,0.034,0.048,0.01,0,0.042,0,0.054,0,0
"511",0.002,0.084,0.028,0,0.024,0.066,0.196,0,0.028,0,0.02,0.032,0.026,0.022,0.002,0.002,0.168,0.202,0.07,0.028
"512",0.036,0.008,0,0.006,0.002,0.126,0.02,0,0.304,0.002,0,0.162,0.142,0.01,0,0.044,0.028,0.108,0,0.002
"513",0.014,0,0.004,0.002,0.102,0.182,0.01,0.41,0,0.012,0,0.004,0.126,0,0,0.036,0.006,0.088,0,0.004
"514",0.3,0.002,0.032,0.006,0.006,0.026,0.012,0,0.006,0.104,0.054,0.006,0.052,0.166,0.054,0.014,0.098,0.004,0.024,0.034
"515",0,0.01,0,0.004,0,0.04,0,0.12,0.02,0,0,0.622,0,0,0,0,0.028,0.156,0,0
"516",0.006,0.068,0,0,0.682,0.15,0.004,0,0,0.004,0.004,0,0.018,0.036,0,0,0,0.014,0,0.014
"517",0.02,0,0.006,0,0,0.018,0.01,0,0.526,0.008,0,0.028,0.004,0,0.062,0.004,0.032,0.184,0.096,0.002
"518",0.006,0,0.032,0.012,0.034,0.044,0.016,0.054,0.042,0.41,0.008,0.006,0.084,0,0.008,0.002,0.104,0.102,0.022,0.014
"519",0.016,0,0.016,0.026,0.146,0.102,0.008,0.004,0.268,0.008,0.018,0.102,0.022,0.076,0.022,0.034,0.002,0.028,0.092,0.01
"520",0.032,0.008,0.026,0.02,0.068,0,0,0.126,0.14,0.01,0.004,0.1,0.064,0.008,0.106,0.064,0.074,0.134,0,0.016
"521",0.116,0.006,0,0,0.01,0,0.096,0.026,0,0,0.114,0.008,0.376,0.038,0.004,0,0.002,0.11,0.088,0.006
"522",0.226,0,0.002,0.042,0.034,0,0.01,0.002,0.14,0,0,0,0,0,0.03,0,0,0,0.22,0.294
"523",0.052,0.134,0.192,0.03,0,0.016,0,0,0.278,0.034,0.034,0.002,0.002,0.15,0.032,0,0.032,0.004,0.002,0.006
"524",0.004,0.108,0.34,0.012,0,0.022,0,0.078,0.016,0.018,0.074,0.012,0.112,0.012,0.018,0.08,0.088,0.004,0,0.002
"525",0,0.752,0.002,0,0,0,0,0,0,0.198,0.002,0.012,0,0,0.012,0.006,0,0.016,0,0
"526",0.274,0.416,0.01,0.02,0.026,0.026,0,0.01,0.004,0.004,0,0,0.04,0.024,0.026,0.004,0.09,0.006,0.01,0.01
"527",0,0.026,0,0.004,0.004,0.012,0.056,0.002,0,0,0.018,0,0.026,0,0.278,0,0.128,0.21,0.224,0.012
"528",0.056,0.028,0.064,0.092,0.026,0.09,0.018,0.006,0.002,0.054,0.086,0,0.164,0.018,0.054,0.006,0.18,0.048,0.008,0
"529",0.046,0.026,0.036,0.056,0,0.002,0.012,0,0.146,0.122,0.004,0.024,0.06,0.002,0.008,0.194,0.006,0.246,0.004,0.006
"530",0.542,0.002,0.006,0.02,0,0.01,0.018,0.262,0.086,0,0.01,0.016,0.002,0.016,0,0.002,0,0,0.006,0.002
"531",0.022,0.002,0.004,0.136,0.054,0.002,0.11,0.212,0.012,0.418,0,0.008,0,0.004,0.01,0,0.002,0.004,0,0
"532",0.02,0,0.13,0.002,0,0.022,0.47,0,0.04,0,0.042,0.06,0.058,0,0,0.032,0.028,0,0.004,0.092
"533",0,0,0.158,0,0,0,0,0.062,0.048,0.002,0.036,0.096,0,0.002,0,0.016,0.024,0,0,0.556
"534",0.002,0.004,0,0.25,0,0.624,0.04,0,0,0.016,0.064,0,0,0,0,0,0,0,0,0
"535",0.08,0.002,0.056,0.014,0.048,0.01,0.134,0.16,0.074,0.208,0.022,0.006,0.028,0.03,0,0.052,0.014,0.03,0.002,0.03
"536",0.002,0.03,0.066,0.006,0,0.006,0.014,0.002,0.242,0.098,0.124,0,0.004,0.262,0.128,0,0,0.008,0.008,0
"537",0.068,0,0.018,0,0.002,0,0.038,0,0.01,0.206,0.554,0.006,0,0.036,0.004,0.012,0.024,0.002,0.02,0
"538",0,0,0,0.006,0,0,0.67,0.082,0.072,0,0.122,0,0.008,0.036,0.004,0,0,0,0,0
"539",0.022,0.004,0.08,0,0.012,0.05,0.08,0.106,0.13,0.126,0.028,0.028,0.02,0.076,0.02,0.054,0.036,0.024,0.09,0.014
"540",0,0,0.014,0.036,0.002,0.006,0.008,0.004,0.1,0.004,0,0.096,0,0,0.016,0.306,0.008,0.324,0.028,0.048
"541",0,0.032,0,0,0.002,0,0,0,0.01,0,0,0.78,0.11,0,0,0.008,0,0.002,0.056,0
"542",0.002,0.006,0.064,0.122,0.002,0.018,0.026,0.04,0.292,0.002,0.01,0.016,0.214,0.014,0.116,0.002,0.012,0.002,0.006,0.034
"543",0.01,0,0,0.03,0.094,0,0,0.014,0,0,0.3,0,0.008,0,0,0.158,0,0.386,0,0
"544",0.002,0.004,0,0.074,0.004,0.036,0.08,0.02,0.026,0.026,0.018,0.008,0.026,0.12,0,0.028,0.168,0.278,0.056,0.026
"545",0,0.08,0.128,0.078,0,0,0.002,0.034,0.02,0.04,0.214,0.014,0,0.004,0.064,0.042,0.226,0.002,0.052,0
"546",0.008,0.022,0.002,0.032,0.05,0.042,0.022,0.05,0.008,0,0.322,0,0,0,0.154,0.054,0.118,0.098,0.004,0.014
"547",0.032,0.932,0,0.004,0.012,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548",0,0.006,0,0,0,0,0,0.378,0.026,0,0.01,0,0.014,0.064,0,0.04,0,0,0.462,0
"549",0.002,0,0,0.21,0.002,0.052,0.02,0.034,0.092,0.01,0.014,0.148,0,0.002,0.13,0,0.016,0.014,0.174,0.08
"550",0,0.006,0.002,0.154,0.084,0.034,0,0,0.126,0.084,0,0,0.002,0.21,0,0.216,0.078,0,0.002,0.002
"551",0.238,0.006,0.008,0.026,0.006,0.078,0.004,0.112,0.042,0.054,0.002,0.134,0.022,0.14,0,0.034,0,0.022,0.072,0
"552",0.008,0.25,0.134,0,0.03,0,0.014,0,0.002,0.006,0.104,0.034,0.014,0,0.014,0.002,0,0.33,0.022,0.036
"553",0.03,0.044,0.006,0.04,0.024,0.008,0.006,0.042,0.134,0.006,0.086,0.228,0.08,0,0.004,0.008,0.014,0.032,0.07,0.138
"554",0,0,0.224,0.048,0,0,0,0,0.112,0.002,0,0.082,0,0,0,0.182,0,0.35,0,0
"555",0.008,0,0.002,0.146,0.042,0,0.11,0.028,0,0.15,0.006,0.02,0.048,0.272,0.008,0.012,0.118,0.004,0.016,0.01
"556",0.002,0,0,0.06,0.018,0.184,0,0,0,0,0,0,0,0,0.224,0,0.024,0.48,0,0.008
"557",0,0,0.386,0,0,0,0.06,0.07,0.004,0.446,0,0,0,0,0,0,0,0,0.034,0
"558",0.036,0,0.026,0.164,0.004,0.002,0.11,0.014,0.34,0.004,0,0,0,0,0.102,0.11,0.014,0.018,0.052,0.004
"559",0,0.152,0,0,0,0.016,0.172,0,0.076,0,0,0.02,0.022,0,0,0,0,0,0.022,0.52
"560",0.264,0,0.01,0,0,0.066,0.034,0.034,0.002,0.174,0.166,0.006,0.106,0.004,0.004,0.018,0.092,0.004,0,0.016
"561",0.176,0.124,0,0.01,0.05,0.108,0,0.05,0.008,0.04,0.002,0.078,0,0,0,0,0.014,0.336,0.004,0
"562",0,0,0.002,0,0,0.012,0.024,0.002,0.206,0,0.002,0.016,0,0.53,0.042,0,0.12,0.044,0,0
"563",0.008,0.018,0.362,0.002,0,0.024,0.01,0.01,0,0.158,0,0.004,0,0.342,0,0.014,0.012,0.03,0.006,0
"564",0.164,0.006,0.034,0.1,0.016,0.034,0,0.102,0.06,0.01,0.016,0.052,0.004,0,0,0.004,0.044,0.01,0.282,0.062
"565",0.024,0.124,0.004,0,0,0.004,0.018,0.122,0.04,0.148,0,0,0,0.004,0,0.426,0.032,0.03,0,0.024
"566",0.002,0.216,0,0.058,0.004,0.01,0,0.034,0,0.406,0.002,0.024,0.066,0.01,0.096,0,0.016,0.008,0.016,0.032
"567",0.072,0.002,0,0.012,0.026,0,0.014,0.418,0.2,0,0,0.008,0.01,0,0,0,0.206,0,0.032,0
"568",0,0.16,0.12,0,0,0,0.316,0.012,0,0.084,0,0.282,0.008,0,0.01,0,0.002,0.004,0,0.002
"569",0.002,0,0.084,0,0.036,0,0.482,0.008,0,0,0,0.028,0.022,0.07,0.16,0.034,0.026,0.02,0,0.028
"570",0.024,0.004,0,0.048,0,0.012,0,0.306,0,0,0,0.004,0.08,0.002,0,0.42,0.094,0,0.006,0
"571",0,0.018,0.014,0.004,0.03,0.012,0.264,0.012,0.034,0.054,0.004,0.074,0.138,0,0.018,0.142,0.026,0.018,0.114,0.024
"572",0,0.002,0.004,0,0,0.044,0,0.022,0,0.002,0.016,0.01,0.13,0.714,0.002,0.02,0,0,0.002,0.032
"573",0,0.046,0.078,0,0.172,0,0.266,0.202,0,0,0.014,0,0,0,0,0.184,0,0.036,0.002,0
"574",0.018,0.004,0.002,0,0.012,0.068,0.004,0.102,0,0.008,0.266,0.202,0.204,0.004,0.016,0.002,0.018,0.008,0.032,0.03
"575",0.002,0,0,0,0,0.118,0.014,0,0,0.01,0,0,0.426,0.03,0.102,0,0.024,0,0,0.274
"576",0.024,0.022,0.068,0.116,0.002,0.206,0.106,0.21,0.02,0.086,0.004,0.004,0.012,0.028,0.014,0.02,0.008,0.046,0.004,0
"577",0.002,0.698,0.004,0,0,0.026,0,0.034,0,0,0.008,0,0.002,0,0.088,0,0.018,0,0.074,0.046
"578",0.016,0,0,0,0.132,0.004,0.006,0.66,0,0,0.072,0,0.04,0,0.024,0.004,0,0,0,0.042
"579",0,0.028,0.006,0.48,0.08,0.04,0,0.054,0.012,0,0.002,0,0.168,0.004,0,0.05,0.04,0.004,0.028,0.004
"580",0.178,0.082,0,0.066,0,0.026,0,0.068,0.052,0.036,0.002,0.006,0.144,0.038,0.136,0.012,0,0.082,0.068,0.004
"581",0.004,0,0,0.038,0,0.004,0.006,0,0.012,0,0.01,0.012,0,0.174,0.022,0.006,0.008,0.166,0,0.538
"582",0.09,0,0,0.06,0,0,0,0.024,0.002,0,0.23,0.006,0.444,0,0.034,0.006,0.046,0.04,0.014,0.004
"583",0.004,0.036,0.128,0.006,0.012,0.002,0.14,0.022,0,0,0.124,0.01,0.028,0.002,0.026,0.002,0.392,0,0.064,0.002
"584",0.276,0,0.01,0.012,0.06,0.012,0.002,0.284,0.012,0,0,0.052,0.032,0.066,0.022,0.062,0.01,0.024,0.056,0.008
"585",0.006,0,0,0,0,0.02,0,0.166,0,0.004,0.082,0.146,0.002,0.038,0.362,0.11,0.02,0,0.012,0.032
"586",0.182,0.244,0.01,0.022,0.014,0.022,0.006,0.004,0.004,0.066,0.006,0.18,0.002,0.03,0.012,0,0.094,0.074,0.02,0.008
"587",0.314,0.056,0.002,0.028,0.002,0,0.014,0.11,0.004,0.004,0.002,0.224,0.072,0,0.01,0.098,0.022,0.034,0.004,0
"588",0,0.068,0.05,0.018,0,0.066,0.002,0.582,0.04,0,0.018,0.002,0.018,0.006,0,0.006,0.064,0.038,0,0.022
"589",0,0.018,0,0,0.006,0.002,0.006,0,0.034,0.464,0.046,0,0.042,0,0,0,0.264,0.024,0.004,0.09
"590",0,0.05,0.022,0,0.004,0.53,0,0,0.008,0.002,0.034,0,0.01,0.098,0,0.24,0.002,0,0,0
"591",0,0,0,0,0,0,0.006,0,0,0,0,0.004,0,0.524,0.004,0.452,0,0,0.01,0
"592",0.004,0,0,0.022,0.002,0.004,0,0,0.006,0.066,0.008,0.02,0.05,0.624,0,0.094,0,0,0.096,0.004
